run_id,mode,bucket_ms,sequence,run_start_micros,scheduled_at_micros,fired_at_micros,drift_micros
catchup-leg,3,100,249,1789102499927387,1789102524927387,1789102524929807,2420
catchup-leg,3,100,250,1789102499927387,1789102525027387,1789102525039930,12543
catchup-leg,3,100,251,1789102499927387,1789102525127387,1789102525132997,5610
catchup-leg,3,100,252,1789102499927387,1789102525227387,1789102525243403,16016
catchup-leg,3,100,253,1789102499927387,1789102525327387,1789102525335086,7699
catchup-leg,3,100,254,1789102499927387,1789102525427387,1789102525428475,1088
catchup-leg,3,100,255,1789102499927387,1789102525527387,1789102525536951,9564
catchup-leg,3,100,256,1789102499927387,1789102525627387,1789102525629491,2104
catchup-leg,3,100,257,1789102499927387,1789102525727387,1789102525737520,10133
catchup-leg,3,100,258,1789102499927387,1789102525827387,1789102525830442,3055
catchup-leg,3,100,259,1789102499927387,1789102525927387,1789102525937556,10169
catchup-leg,3,100,260,1789102499927387,1789102526027387,1789102526030327,2940
catchup-leg,3,100,261,1789102499927387,1789102526127387,1789102526140606,13219
catchup-leg,3,100,262,1789102499927387,1789102526227387,1789102526233072,5685
catchup-leg,3,100,263,1789102499927387,1789102526327387,1789102526341243,13856
catchup-leg,3,100,264,1789102499927387,1789102526427387,1789102526434195,6808
catchup-leg,3,100,265,1789102499927387,1789102526527387,1789102526543237,15850
catchup-leg,3,100,266,1789102499927387,1789102526627387,1789102526635732,8345
catchup-leg,3,100,267,1789102499927387,1789102526727387,1789102526729004,1617
catchup-leg,3,100,268,1789102499927387,1789102526827387,1789102526839081,11694
catchup-leg,3,100,269,1789102499927387,1789102526927387,1789102526933182,5795
catchup-leg,3,100,270,1789102499927387,1789102527027387,1789102527042085,14698
catchup-leg,3,100,271,1789102499927387,1789102527127387,1789102527135345,7958
catchup-leg,3,100,272,1789102499927387,1789102527227387,1789102527229566,2179
catchup-leg,3,100,273,1789102499927387,1789102527327387,1789102527337182,9795
catchup-leg,3,100,274,1789102499927387,1789102527427387,1789102527430038,2651
catchup-leg,3,100,275,1789102499927387,1789102527527387,1789102527539340,11953
catchup-leg,3,100,276,1789102499927387,1789102527627387,1789102527632832,5445
catchup-leg,3,100,277,1789102499927387,1789102527727387,1789102527740887,13500
catchup-leg,3,100,278,1789102499927387,1789102527827387,1789102527833534,6147
catchup-leg,3,100,279,1789102499927387,1789102527927387,1789102527941862,14475
catchup-leg,3,100,280,1789102499927387,1789102528027387,1789102528034711,7324
catchup-leg,3,100,281,1789102499927387,1789102528127387,1789102528128629,1242
catchup-leg,3,100,282,1789102499927387,1789102528227387,1789102528236204,8817
catchup-leg,3,100,283,1789102499927387,1789102528327387,1789102528328920,1533
catchup-leg,3,100,284,1789102499927387,1789102528427387,1789102528437146,9759
catchup-leg,3,100,285,1789102499927387,1789102528527387,1789102528530540,3153
catchup-leg,3,100,286,1789102499927387,1789102528627387,1789102528639854,12467
catchup-leg,3,100,287,1789102499927387,1789102528727387,1789102528732082,4695
catchup-leg,3,100,288,1789102499927387,1789102528827387,1789102528841428,14041
catchup-leg,3,100,289,1789102499927387,1789102528927387,1789102528936995,9608
catchup-leg,3,100,290,1789102499927387,1789102529027387,1789102529030147,2760
catchup-leg,3,100,291,1789102499927387,1789102529127387,1789102529139058,11671
catchup-leg,3,100,292,1789102499927387,1789102529227387,1789102529233714,6327
catchup-leg,3,100,293,1789102499927387,1789102529327387,1789102529342631,15244
catchup-leg,3,100,294,1789102499927387,1789102529427387,1789102529438286,10899
catchup-leg,3,100,295,1789102499927387,1789102529527387,1789102529532226,4839
catchup-leg,3,100,296,1789102499927387,1789102529627387,1789102529644149,16762
catchup-leg,3,100,297,1789102499927387,1789102529727387,1789102529736981,9594
catchup-leg,3,100,298,1789102499927387,1789102529827387,1789102529829945,2558
catchup-leg,3,100,299,1789102499927387,1789102529927387,1789102529939965,12578
catchup-leg,3,100,300,1789102499927387,1789102530027387,1789102530032551,5164
catchup-leg,3,100,301,1789102499927387,1789102530127387,1789102530143154,15767
catchup-leg,3,100,302,1789102499927387,1789102530227387,1789102530235179,7792
